,agency_name,ori
9968,Cle Elum Police Department,WA0190200
9969,Lincoln County Sheriff's Office,WA0220000
9970,Montesano Police Department,WA0140500
9971,Puyallup Police Department,WA0270100
9972,Des Moines Police Department,WA0171700
9973,Chehalis Tribal,WADI06700
9974,University Place Police Department,WA0272400
9975,Everett Police Department,WA0310300
9976,Forks Police Department,WA0050200
9977,Cheney Police Department,WA0320100
9978,Blaine Police Department,WA0370200
9979,Oroville Police Department,WA0240400
9980,Port Orchard Police Department,WA0180400
9981,Langley Police Department,WA0150300
9982,Eastern Washington University,WA0320900
9983,Franklin County Sheriff's Office,WA0110000
9984,Evergreen State College,WA0341900
9985,Royal City Police Department,WA0131000
9986,Milton Police Department,WA0270900
9987,Clark County Sheriff's Office,WA0060000
9988,Port of Seattle,WA0173200
9989,La Push Tribal,WADI07000
9990,Ilwaco Police Department,WA0250300
9991,Sultan Police Department,WA0311500
9992,Chewelah Police Department,WA0330100
9993,Makah Tribal,WADI05600
9994,Whitman County Sheriff's Office,WA0380000
9995,Kent Police Department,WA0170700
9996,Zillah Police Department,WA0390600
9997,Port Townsend Police Department,WA0160100
9998,Garfield County Sheriff's Office,WA0120000
9999,Chehalis Police Department,WA0210200
10000,Burlington Police Department,WA0290400
10001,Snoqualmie Police Department,WA0172200
10002,Castle Rock Police Department,WA0080300
10003,Jamestown S'Klallam Tribal,WADI08200
10004,Liberty Lake Police Department,WA0321300
10005,Lynnwood Police Department,WA0310400
10006,Pierce County Sheriff's Office,WA0270000
10007,Tulalip Tribal,WADI06800
10008,Lakewood Police Department,WA0272300
10009,Duvall Police Department,WA0171800
10010,McCleary Police Department,WA0140400
10011,Law Enforcement Against Drugs Task Force,WA0391700
10012,Adams County Sheriff's Office,WA0010000
10013,Port Angeles Police Department,WA0050100
10014,Poulsbo Police Department,WA0180500
10015,State Gambling Commission Enforcement Unit,WA0341000
10016,Coupeville Police Department,WA0150200
10017,Bellingham Police Department,WA0370100
10018,Connell Police Department,WA0110100
10019,Normandy Park Police Department,WA0171000
10020,Colfax Police Department,WA0380100
10021,Long Beach Police Department,WA0250400
10022,Skokomish Tribal,WADI01100
10023,Steilacoom Police Department,WA0271100
10024,Enumclaw Police Department,WA0170400
10025,Colville Tribal,WADI05700
10026,Granger Police Department,WA0390700
10027,Monroe Police Department,WA0311200
10028,Kennewick Police Department,WA0030100
10029,Sedro Woolley Police Department,WA0290300
10030,Palouse Police Department,WA0380900
10031,Winthrop Police Department,WA0241000
10032,Snoqualmie Tribal,WADI08300
10033,Tumwater Police Department,WA0340200
10034,Ruston Police Department,WA0271900
10035,Newcastle Police Department,WA0174200
10036,Darrington Police Department,WA0310900
10037,Black Diamond Police Department,WA0171500
10038,Washington State Patrol,WAWSP0000
10039,Central Washington University,WA0190800
10040,Hoquiam Police Department,WA0140300
10041,Wahkiakum County Sheriff's Office,WA0350000
10042,Wilbur Police Department,WA0220200
10043,Nisqually Tribal,WADI00800
10044,Arlington Police Department,WA0310100
10045,Ferndale Police Department,WA0370400
10046,Tonasket Police Department,WA0240600
10047,Columbia County Sheriff's Office,WA0070000
10048,Oak Harbor Police Department,WA0150100
10049,Mason County Sheriff's Office,WA0230000
10050,Pasco Police Department,WA0110200
10051,Fife Police Department,WA0270700
10052,Kittitas County Sheriff's Office,WA0190000
10053,Camas Police Department,WA0060200
10054,Yakama Nation,WADI05800
10055,Shoalwater Bay Tribal,WADI01200
10056,Yelm Police Department,WA0340900
10057,Roy Police Department,WA0271000
10058,Mount Vernon Police Department,WA0290200
10059,Kettle Falls Police Department,WA0330300
10060,White Salmon Police Department,WA0200600
10061,Richland Police Department,WA0030200
10062,Mukilteo Police Department,WA0311300
10063,Yakima County Sheriff's Office,WA0390000
10064,Soap Lake Police Department,WA0130400
10065,Kalispel Tribal,WADI06100
10066,Olympia Police Department,WA0340100
10067,Gig Harbor Police Department,WA0271800
10068,Mossyrock Police Department,WA0210400
10069,Shoreline Police Department,WA0174300
10070,Woodland Police Department,WA0080500
10071,Medina Police Department,WA0172000
10072,Chelan County Sheriff's Office,WA0040000
10073,Elma Police Department,WA0140200
10074,Carnation Police Department,WA0171600
10075,Suquamish Tribal,WADI00900
10076,Sequim Police Department,WA0050300
10077,Edmonds Police Department,WA0310200
10078,Coulee Dam Police Department,WA0240700
10079,Spokane County Sheriff's Office,WA0320000
10080,Island County Sheriff's Office,WA0150000
10081,Everson Police Department,WA0370300
10082,Selah Police Department,WA0391100
10083,Battle Ground Police Department,WA0060100
10084,Ellensburg Police Department,WA0190100
10085,Yarrow Point Police Department,WA0173100
10086,Stillaguamish Tribal,WADI01300
10087,Lummi Tribal,WADI05900
10088,Pullman Police Department,WA0380300
10089,Index Police Department,WA0311800
10090,Goldendale Police Department,WA0200100
10091,Cowlitz County Sheriff's Office,WA0080000
10092,Covington Police Department,WA0174800
10093,Springdale Police Department,WA0330600
10094,Gold Bar Police Department,WA0311000
10095,Anacortes Police Department,WA0290100
10096,Mabton Police Department,WA0390900
10097,Quincy Police Department,WA0130300
10098,Seattle Police Department,WASPD0000
10099,Grandview Police Department,WA0390100
10100,Puyallup Tribal,WADI06200
10101,Lacey Police Department,WA0340400
10102,Fircrest Police Department,WA0271700
10103,Napavine Police Department,WA0210700
10104,Clyde Hill Police Department,WA0172500
10105,Bellevue Police Department,WA0170200
10106,Woodinville Police Department,WA0174000
10107,State Insurance Commissioner Special Investigations Unit,WA034225Y
10108,Aberdeen Police Department,WA0140100
10109,Washougal Police Department,WA0060400
10110,Oakesdale Police Department,WA0381400
10111,Snohomish Police Department,WA0310700
10112,Kittitas Police Department,WA0190600
10113,Walla Walla County Sheriff's Office,WA0360000
10114,Kitsap County Sheriff's Office,WA0180000
10115,Clarkston Police Department,WA0020100
10116,Okanogan County Sheriff's Office,WA0240000
10117,Tieton Police Department,WA0391200
10118,Westport Police Department,WA0140900
10119,Spokane Agency,WADI05100
10120,Eatonville Police Department,WA0270500
10121,Federal Way Police Department,WA0173600
10122,Renton Police Department,WA0171300
10123,Klickitat County Sheriff's Office,WA0200000
10124,Rosalia Police Department,WA0380400
10125,Lake Forest Park Police Department,WA0172600
10126,Lake Stevens Police Department,WA0311900
10127,Nooksack Tribal,WADI01400
10128,Kenmore Police Department,WA0174900
10129,Skagit County Sheriff's Office,WA0290000
10130,Granite Falls Police Department,WA0311100
10131,Benton County Sheriff's Office,WA0030000
10132,Moses Lake Police Department,WA0130200
10133,Sunnyside Police Department,WA0390200
10134,Lower Elwha Klallam Tribal,WADI08600
10135,Dupont Police Department,WA0271600
10136,Sauk-Suiattle Tribal,WADI06300
10137,Bothell Police Department,WA0170300
10138,Burien Police Department,WA0174100
10139,Grays Harbor County Sheriff's Office,WA0140000
10140,Brier Police Department,WA0310800
10141,Seatac Police Department,WA0173700
10142,Buckley Police Department,WA0270400
10143,Bremerton Police Department,WA0180100
10144,Snohomish County Sheriff's Office,WA0310000
10145,Twisp Police Department,WA0240900
10146,Lynden Police Department,WA0370500
10147,Toledo Police Department,WA0211000
10148,Hoh Tribal,WA0050500
10149,Asotin Police Department,WA0020200
10150,Wapato Police Department,WA0391300
10151,Brewster Police Department,WA0240100
10152,Algona Police Department,WA0171400
10153,Ocean Shores Police Department,WA0140800
10154,Airway Heights Police Department,WA0320600
10155,Vancouver Police Department,WA0060300
10156,Altamont Village Police Department,NY0012100
10157,State Police: Oswego County,NY337SD00
10158,Yonkers Police Department,NY0590700
10159,Freeport Village Police Department,NY0290400
10160,State University of New York College: Old Westbury,NY229UN00
10161,Carthage Village Police Department,NY0223800
10162,Hoosick Falls Village Police Department,NY0412000
10163,State Police: Niagara County,NY331SA00
10164,State University of New York College: Oswego,NY237UN00
10165,Cayuga Heights Village Police Department,NY0542500
10166,Ulster County Sheriff's Office,NY0550000
10167,Blooming Grove Town Police Department,NY0357300
10168,Mount Hope Town Police Department,NY0355000
10169,Brighton Town Police Department,NY0275000
10170,Elmira Police Department,NY0070100
10171,State Police: Sullivan County,NY352SF00
10172,State Police: Jefferson County,NY322SD00
10173,Little Falls Police Department,NY0212900
10174,State University of New York: Stony Brook,NY251US00
10175,State University of New York College: Cortland,NY211UC00
10176,Brewster Police Department,NY0392200
10177,Avon Village Police Department,NY0252000
10178,State Police: Yates County,NY361SE00
10179,Oneonta City Police Department,NY0380100
10180,Cooperstown Village Police Department,NY0382400
10181,Clarkstown Town Police Department,NY0435000
10182,Schoharie County Sheriff's Office,NY0470000
10183,Hunter Town Police Department,NY0195000
10184,Greene Village Police Department,NY0082200
10185,Gowanda Village Police Department,NY0142600
10186,Schodack Town Police Department,NY0415400
10187,Tonawanda Police Department,NY0140300
10188,State University of New York College: Potsdam,NY244UP00
10189,Lockport Police Department,NY0310100
10190,Millbrook Village Police Department,NY0132800
10191,Rensselaer Polytechnic Institute,NY041019E
10192,West Carthage Village Police Department,NY0222700
10193,Watkins Glen Village Police Department,NY0482100
10194,Rye Brook Village Police Department,NY0597200
10195,Skaneateles Village Police Department,NY0333200
10196,State Police: Tompkins County,NY354SC00
10197,Inlet Town Police Department,NY0205000
10198,Green Island Village Police Department,NY0012000
10199,State Police: Hamilton County,NY320SG00
10200,Garden City Village Police Department,NY0290500
10201,Rye Police Department,NY0590800
10202,Marlborough Town Police Department,NY0555800
10203,Boonville Village Police Department,NY0322100
10204,State University of New York College: Optometry,NY230UN00
10205,Saranac Lake Village Police Department,NY0162300
10206,Franklin County Sheriff's Office,NY0160000
10207,Schenectady Police Department,NY0460100
10208,Haverstraw Town Police Department,NY0435100
10209,Nassau Village Police Department,NY0412100
10210,Trumansburg Village Police Department,NY0542400
10211,Ithaca Police Department,NY0540100
10212,Montgomery Town Police Department,NY0357400
10213,State University of New York College: Environmental Science and Forestry,NY233UE00
10214,Malverne Village Police Department,NY0293900
10215,Otsego County Sheriff's Office,NY0380000
10216,Chenango County Sheriff's Office,NY0080000
10217,Kenmore Village Police Department,NY0140400
10218,Clayton Village Police Department,NY0222800
10219,St. Regis Tribal,NYDI02200
10220,Liverpool Village Police Department,NY0333100
10221,Albany County Sheriff's Office,NY0010000
10222,Youngstown Village Police Department,NY0312300
10223,Bedford Town Police Department,NY0595000
10224,Niagara County Sheriff's Office,NY0310000
10225,Dunkirk Police Department,NY0060100
10226,Mamaroneck Village Police Department,NY0590900
10227,Hempstead Village Police Department,NY0290600
10228,Orangetown Town Police Department,NY0435200
10229,State Police: Chautauqua County,NY306SA00
10230,Westhampton Beach Village Police Department,NY0514000
10231,Malone Village Police Department,NY0162400
10232,Deerpark Town Police Department,NY0357100
10233,Horseheads Village Police Department,NY0072200
10234,Oswego City Police Department,NY0370200
10235,Lowville Village Police Department,NY0242400
10236,Schenectady County Sheriff's Office,NY0460000
10237,State Police: Orange County,NY335SF00
10238,Colonie Town Police Department,NY0015300
10239,Afton Village Police Department,NY0082000
10240,Geneseo Village Police Department,NY0252200
10241,Macedon Town and Village Police Department,NY0583000
10242,State Police: Herkimer County,NY321SD00
10243,Albany Police Department,NY0010100
10244,Marcellus Village Police Department,NY0333000
10245,United States Merchant Marine Academy,NY0299300
10246,Dewitt Town Police Department,NY0335300
10247,Glen Park Village Police Department,NY0222500
10248,South Glens Falls Village Police Department,NY0452400
10249,Ticonderoga Town Police Department,NY0152700
10250,Chatham Village Police Department,NY0102000
10251,Jamestown Police Department,NY0060200
10252,Lynbrook Village Police Department,NY0290700
10253,Saratoga Springs Police Department,NY0450100
10254,State Park: Finger Lakes Region,NY0549000
10255,State Police: Tioga County,NY353SC00
10256,State Police: Saratoga County,NY345SG00
10257,Rensselaer County Sheriff's Office,NY0410000
10258,Pine Plains Town Police Department,NY0135000
10259,Ramapo Town Police Department,NY0435300
10260,State Police: Essex County,NY315SB00
10261,Lewis County Sheriff's Office,NY0240000
10262,State Police: Columbia County,NY310SK00
10263,Kingston Police Department,NY0550100
10264,Pound Ridge Town Police Department,NY0596300
10265,Norfolk Town  Police Department,NY0445100
10266,Pulaski Village Police Department,NY0372600
10267,Chemung County Sheriff's Office,NY0070000
10268,Guilderland Town Police Department,NY0015200
